Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as,Location
Shabbat Shekalim,7/2/2032,,,,TRUE,Shabbat before Rosh Chodesh Adar,3,Jewish Holidays
Rosh Chodesh Adar,12/2/2032,,,,TRUE,Beginning of new Hebrew month of Adar,3,Jewish Holidays
Rosh Chodesh Adar,13/2/2032,,,,TRUE,Beginning of new Hebrew month of Adar,3,Jewish Holidays
Shabbat Zachor,21/2/2032,,,,TRUE,Shabbat before Purim,3,Jewish Holidays
Ta'anit Esther,25/2/2032,,,,TRUE,Fast of Esther,3,Jewish Holidays
Erev Purim,25/2/2032,,,,TRUE,Purim is one of the most joyous and fun holidays on the Jewish calendar,3,Jewish Holidays
Purim,26/2/2032,,,,TRUE,Purim is one of the most joyous and fun holidays on the Jewish calendar,3,Jewish Holidays
Shushan Purim,27/2/2032,,,,TRUE,Purim celebrated in Jerusalem and walled cities,3,Jewish Holidays
Shabbat Parah,6/3/2032,,,,TRUE,Shabbat of the Red Heifer,3,Jewish Holidays
Rosh Chodesh Nisan,13/3/2032,,,,TRUE,Beginning of new Hebrew month of Nisan,3,Jewish Holidays
Shabbat HaChodesh,13/3/2032,,,,TRUE,Shabbat before Rosh Chodesh Nissan,3,Jewish Holidays
Shabbat HaGadol,20/3/2032,,,,TRUE,Shabbat before Pesach,3,Jewish Holidays
Ta'anit Bechorot,26/3/2032,,,,TRUE,Fast of the First Born,3,Jewish Holidays
Erev Pesach,26/3/2032,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach I,27/3/2032,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach II,28/3/2032,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach III (CH''M),29/3/2032,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach IV (CH''M),30/3/2032,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach V (CH''M),31/3/2032,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach VI (CH''M),1/4/2032,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach VII,2/4/2032,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach VIII,3/4/2032,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Yom HaShoah,8/4/2032,,,,TRUE,Holocaust Memorial Day,3,Jewish Holidays
Rosh Chodesh Iyyar,11/4/2032,,,,TRUE,Beginning of new Hebrew month of Iyyar,3,Jewish Holidays
Rosh Chodesh Iyyar,12/4/2032,,,,TRUE,Beginning of new Hebrew month of Iyyar,3,Jewish Holidays
Yom HaZikaron,14/4/2032,,,,TRUE,Israeli Memorial Day,3,Jewish Holidays
Yom HaAtzma'ut,15/4/2032,,,,TRUE,Israeli Independence Day,3,Jewish Holidays
Pesach Sheni,25/4/2032,,,,TRUE,Second Passover; one month after Passover,3,Jewish Holidays
Lag BaOmer,29/4/2032,,,,TRUE,33rd day of counting the Omer,3,Jewish Holidays
Yom Yerushalayim,9/5/2032,,,,TRUE,Jerusalem Day,3,Jewish Holidays
Rosh Chodesh Sivan,11/5/2032,,,,TRUE,Beginning of new Hebrew month of Sivan,3,Jewish Holidays
Erev Shavuot,15/5/2032,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,3,Jewish Holidays
Shavuot I,16/5/2032,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,4,Jewish Holidays
Shavuot II,17/5/2032,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,4,Jewish Holidays
Rosh Chodesh Tamuz,9/6/2032,,,,TRUE,Beginning of new Hebrew month of Tamuz,3,Jewish Holidays
Rosh Chodesh Tamuz,10/6/2032,,,,TRUE,Beginning of new Hebrew month of Tamuz,3,Jewish Holidays
Tzom Tammuz,27/6/2032,,,,TRUE,Fast commemorating breaching of the walls of Jerusalem before the destruction of the Second Temple,3,Jewish Holidays
Rosh Chodesh Av,9/7/2032,,,,TRUE,Beginning of new Hebrew month of Av,3,Jewish Holidays
Shabbat Chazon,17/7/2032,,,,TRUE,Shabbat before Tish'a B'Av (Shabbat of Prophecy/Shabbat of Vision),3,Jewish Holidays
Erev Tish'a B'Av,17/7/2032,,,,TRUE,The Ninth of Av; fast commemorating the destruction of the two Temples,3,Jewish Holidays
Tish'a B'Av,18/7/2032,,,,TRUE,The Ninth of Av; fast commemorating the destruction of the two Temples,3,Jewish Holidays
Tu B'Av,23/7/2032,,,,TRUE,Jewish holiday of love; similar to Valentine's Day,3,Jewish Holidays
Shabbat Nachamu,24/7/2032,,,,TRUE,Shabbat after Tish'a B'Av (Shabbat of Consolation),3,Jewish Holidays
Rosh Chodesh Elul,7/8/2032,,,,TRUE,Beginning of new Hebrew month of Elul,3,Jewish Holidays
Rosh Chodesh Elul,8/8/2032,,,,TRUE,Beginning of new Hebrew month of Elul,3,Jewish Holidays
Leil Selichot,28/8/2032,,,,TRUE,Prayers for forgiveness in preparation for the High Holidays,3,Jewish Holidays
Erev Rosh Hashana,5/9/2032,,,,TRUE,The Jewish New Year,3,Jewish Holidays
Rosh Hashana 5793,6/9/2032,,,,TRUE,The Jewish New Year,4,Jewish Holidays
Rosh Hashana II,7/9/2032,,,,TRUE,The Jewish New Year,4,Jewish Holidays
Tzom Gedaliah,8/9/2032,,,,TRUE,Fast of the Seventh Month; commemorates the assassination of the Jewish governor of Judah,3,Jewish Holidays
Shabbat Shuva,11/9/2032,,,,TRUE,Shabbat that falls between Rosh Hashanah and Yom Kippur (Shabbat of Returning),3,Jewish Holidays
Erev Yom Kippur,14/9/2032,,,,TRUE,Day of Atonement,3,Jewish Holidays
Yom Kippur,15/9/2032,,,,TRUE,Day of Atonement,4,Jewish Holidays
Erev Sukkot,19/9/2032,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot I,20/9/2032,,,,TRUE,Feast of Tabernacles,4,Jewish Holidays
Sukkot II,21/9/2032,,,,TRUE,Feast of Tabernacles,4,Jewish Holidays
Sukkot III (CH''M),22/9/2032,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot IV (CH''M),23/9/2032,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot V (CH''M),24/9/2032,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot VI (CH''M),25/9/2032,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot VII (Hoshana Raba),26/9/2032,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Shmini Atzeret,27/9/2032,,,,TRUE,Eighth Day of Assembly,4,Jewish Holidays
Simchat Torah,28/9/2032,,,,TRUE,Day of Celebrating the Torah,4,Jewish Holidays
Rosh Chodesh Cheshvan,5/10/2032,,,,TRUE,Beginning of new Hebrew month of Cheshvan,3,Jewish Holidays
Rosh Chodesh Cheshvan,6/10/2032,,,,TRUE,Beginning of new Hebrew month of Cheshvan,3,Jewish Holidays
Yom HaAliyah,12/10/2032,,,,TRUE,Recognizes Aliyah; immigration to the Jewish State of Israel,3,Jewish Holidays
Sigd,3/11/2032,,,,TRUE,Ethiopian Jewish holiday occurring 50 days after Yom Kippur,3,Jewish Holidays
Rosh Chodesh Kislev,4/11/2032,,,,TRUE,Beginning of new Hebrew month of Kislev,3,Jewish Holidays
Chanukah: 1 Candle,27/11/2032,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 2 Candles,28/11/2032,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 3 Candles,29/11/2032,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 4 Candles,30/11/2032,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 5 Candles,1/12/2032,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 6 Candles,2/12/2032,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Rosh Chodesh Tevet,3/12/2032,,,,TRUE,Beginning of new Hebrew month of Tevet,3,Jewish Holidays
Chanukah: 7 Candles,3/12/2032,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 8 Candles,4/12/2032,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 8th Day,5/12/2032,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Asara B'Tevet,12/12/2032,,,,TRUE,Fast commemorating the siege of Jerusalem,3,Jewish Holidays
Rosh Chodesh Sh'vat,1/1/2033,,,,TRUE,Beginning of new Hebrew month of Sh'vat,3,Jewish Holidays
Tu BiShvat,15/1/2033,,,,TRUE,New Year for Trees,3,Jewish Holidays
Rosh Chodesh Adar I,30/1/2033,,,,TRUE,Beginning of new Hebrew month of Adar,3,Jewish Holidays
Rosh Chodesh Adar I,31/1/2033,,,,TRUE,Beginning of new Hebrew month of Adar,3,Jewish Holidays
Purim Katan,13/2/2033,,,,TRUE,Minor Purim celebration during Adar I on leap years,3,Jewish Holidays
Shabbat Shekalim,26/2/2033,,,,TRUE,Shabbat before Rosh Chodesh Adar,3,Jewish Holidays
Rosh Chodesh Adar II,1/3/2033,,,,TRUE,Beginning of new Hebrew month of Adar II (on leap years),3,Jewish Holidays
Rosh Chodesh Adar II,2/3/2033,,,,TRUE,Beginning of new Hebrew month of Adar II (on leap years),3,Jewish Holidays
Shabbat Zachor,12/3/2033,,,,TRUE,Shabbat before Purim,3,Jewish Holidays
Ta'anit Esther,14/3/2033,,,,TRUE,Fast of Esther,3,Jewish Holidays
Erev Purim,14/3/2033,,,,TRUE,Purim is one of the most joyous and fun holidays on the Jewish calendar,3,Jewish Holidays
Purim,15/3/2033,,,,TRUE,Purim is one of the most joyous and fun holidays on the Jewish calendar,3,Jewish Holidays
Shushan Purim,16/3/2033,,,,TRUE,Purim celebrated in Jerusalem and walled cities,3,Jewish Holidays
Shabbat Parah,19/3/2033,,,,TRUE,Shabbat of the Red Heifer,3,Jewish Holidays
Shabbat HaChodesh,26/3/2033,,,,TRUE,Shabbat before Rosh Chodesh Nissan,3,Jewish Holidays
Rosh Chodesh Nisan,31/3/2033,,,,TRUE,Beginning of new Hebrew month of Nisan,3,Jewish Holidays
Shabbat HaGadol,9/4/2033,,,,TRUE,Shabbat before Pesach,3,Jewish Holidays
Ta'anit Bechorot,13/4/2033,,,,TRUE,Fast of the First Born,3,Jewish Holidays
Erev Pesach,13/4/2033,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach I,14/4/2033,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach II,15/4/2033,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach III (CH''M),16/4/2033,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach IV (CH''M),17/4/2033,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach V (CH''M),18/4/2033,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach VI (CH''M),19/4/2033,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach VII,20/4/2033,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach VIII,21/4/2033,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Yom HaShoah,26/4/2033,,,,TRUE,Holocaust Memorial Day,3,Jewish Holidays
Rosh Chodesh Iyyar,29/4/2033,,,,TRUE,Beginning of new Hebrew month of Iyyar,3,Jewish Holidays
Rosh Chodesh Iyyar,30/4/2033,,,,TRUE,Beginning of new Hebrew month of Iyyar,3,Jewish Holidays
Yom HaZikaron,3/5/2033,,,,TRUE,Israeli Memorial Day,3,Jewish Holidays
Yom HaAtzma'ut,4/5/2033,,,,TRUE,Israeli Independence Day,3,Jewish Holidays
Pesach Sheni,13/5/2033,,,,TRUE,Second Passover; one month after Passover,3,Jewish Holidays
Lag BaOmer,17/5/2033,,,,TRUE,33rd day of counting the Omer,3,Jewish Holidays
Yom Yerushalayim,27/5/2033,,,,TRUE,Jerusalem Day,3,Jewish Holidays
Rosh Chodesh Sivan,29/5/2033,,,,TRUE,Beginning of new Hebrew month of Sivan,3,Jewish Holidays
Erev Shavuot,2/6/2033,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,3,Jewish Holidays
Shavuot I,3/6/2033,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,4,Jewish Holidays
Shavuot II,4/6/2033,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,4,Jewish Holidays
Rosh Chodesh Tamuz,27/6/2033,,,,TRUE,Beginning of new Hebrew month of Tamuz,3,Jewish Holidays
Rosh Chodesh Tamuz,28/6/2033,,,,TRUE,Beginning of new Hebrew month of Tamuz,3,Jewish Holidays
Tzom Tammuz,14/7/2033,,,,TRUE,Fast commemorating breaching of the walls of Jerusalem before the destruction of the Second Temple,3,Jewish Holidays
Rosh Chodesh Av,27/7/2033,,,,TRUE,Beginning of new Hebrew month of Av,3,Jewish Holidays
Shabbat Chazon,30/7/2033,,,,TRUE,Shabbat before Tish'a B'Av (Shabbat of Prophecy/Shabbat of Vision),3,Jewish Holidays
Erev Tish'a B'Av,3/8/2033,,,,TRUE,The Ninth of Av; fast commemorating the destruction of the two Temples,3,Jewish Holidays
Tish'a B'Av,4/8/2033,,,,TRUE,The Ninth of Av; fast commemorating the destruction of the two Temples,3,Jewish Holidays
Shabbat Nachamu,6/8/2033,,,,TRUE,Shabbat after Tish'a B'Av (Shabbat of Consolation),3,Jewish Holidays
Tu B'Av,10/8/2033,,,,TRUE,Jewish holiday of love; similar to Valentine's Day,3,Jewish Holidays
Rosh Chodesh Elul,25/8/2033,,,,TRUE,Beginning of new Hebrew month of Elul,3,Jewish Holidays
Rosh Chodesh Elul,26/8/2033,,,,TRUE,Beginning of new Hebrew month of Elul,3,Jewish Holidays
Leil Selichot,17/9/2033,,,,TRUE,Prayers for forgiveness in preparation for the High Holidays,3,Jewish Holidays
Erev Rosh Hashana,23/9/2033,,,,TRUE,The Jewish New Year,3,Jewish Holidays
Rosh Hashana 5794,24/9/2033,,,,TRUE,The Jewish New Year,4,Jewish Holidays
Rosh Hashana II,25/9/2033,,,,TRUE,The Jewish New Year,4,Jewish Holidays
Tzom Gedaliah,26/9/2033,,,,TRUE,Fast of the Seventh Month; commemorates the assassination of the Jewish governor of Judah,3,Jewish Holidays
Shabbat Shuva,1/10/2033,,,,TRUE,Shabbat that falls between Rosh Hashanah and Yom Kippur (Shabbat of Returning),3,Jewish Holidays
Erev Yom Kippur,2/10/2033,,,,TRUE,Day of Atonement,3,Jewish Holidays
Yom Kippur,3/10/2033,,,,TRUE,Day of Atonement,4,Jewish Holidays
Erev Sukkot,7/10/2033,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot I,8/10/2033,,,,TRUE,Feast of Tabernacles,4,Jewish Holidays
Sukkot II,9/10/2033,,,,TRUE,Feast of Tabernacles,4,Jewish Holidays
Sukkot III (CH''M),10/10/2033,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot IV (CH''M),11/10/2033,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot V (CH''M),12/10/2033,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot VI (CH''M),13/10/2033,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot VII (Hoshana Raba),14/10/2033,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Shmini Atzeret,15/10/2033,,,,TRUE,Eighth Day of Assembly,4,Jewish Holidays
Simchat Torah,16/10/2033,,,,TRUE,Day of Celebrating the Torah,4,Jewish Holidays
Rosh Chodesh Cheshvan,23/10/2033,,,,TRUE,Beginning of new Hebrew month of Cheshvan,3,Jewish Holidays
Rosh Chodesh Cheshvan,24/10/2033,,,,TRUE,Beginning of new Hebrew month of Cheshvan,3,Jewish Holidays
Yom HaAliyah,30/10/2033,,,,TRUE,Recognizes Aliyah; immigration to the Jewish State of Israel,3,Jewish Holidays
Sigd,21/11/2033,,,,TRUE,Ethiopian Jewish holiday occurring 50 days after Yom Kippur,3,Jewish Holidays
Rosh Chodesh Kislev,22/11/2033,,,,TRUE,Beginning of new Hebrew month of Kislev,3,Jewish Holidays
Rosh Chodesh Kislev,23/11/2033,,,,TRUE,Beginning of new Hebrew month of Kislev,3,Jewish Holidays
Chanukah: 1 Candle,16/12/2033,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 2 Candles,17/12/2033,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 3 Candles,18/12/2033,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 4 Candles,19/12/2033,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 5 Candles,20/12/2033,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 6 Candles,21/12/2033,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Rosh Chodesh Tevet,22/12/2033,,,,TRUE,Beginning of new Hebrew month of Tevet,3,Jewish Holidays
Chanukah: 7 Candles,22/12/2033,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Rosh Chodesh Tevet,23/12/2033,,,,TRUE,Beginning of new Hebrew month of Tevet,3,Jewish Holidays
Chanukah: 8 Candles,23/12/2033,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 8th Day,24/12/2033,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
