Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as,Location
Rosh Chodesh Adar I,1/2/2022,,,,TRUE,Beginning of new Hebrew month of Adar,3,Jewish Holidays
Rosh Chodesh Adar I,2/2/2022,,,,TRUE,Beginning of new Hebrew month of Adar,3,Jewish Holidays
Purim Katan,15/2/2022,,,,TRUE,Minor Purim celebration during Adar I on leap years,3,Jewish Holidays
Shabbat Shekalim,26/2/2022,,,,TRUE,Shabbat before Rosh Chodesh Adar,3,Jewish Holidays
Rosh Chodesh Adar II,3/3/2022,,,,TRUE,Beginning of new Hebrew month of Adar II (on leap years),3,Jewish Holidays
Rosh Chodesh Adar II,4/3/2022,,,,TRUE,Beginning of new Hebrew month of Adar II (on leap years),3,Jewish Holidays
Shabbat Zachor,12/3/2022,,,,TRUE,Shabbat before Purim,3,Jewish Holidays
Ta'anit Esther,16/3/2022,,,,TRUE,Fast of Esther,3,Jewish Holidays
Erev Purim,16/3/2022,,,,TRUE,Purim is one of the most joyous and fun holidays on the Jewish calendar,3,Jewish Holidays
Purim,17/3/2022,,,,TRUE,Purim is one of the most joyous and fun holidays on the Jewish calendar,3,Jewish Holidays
Shushan Purim,18/3/2022,,,,TRUE,Purim celebrated in Jerusalem and walled cities,3,Jewish Holidays
Shabbat Parah,26/3/2022,,,,TRUE,Shabbat of the Red Heifer,3,Jewish Holidays
Rosh Chodesh Nisan,2/4/2022,,,,TRUE,Beginning of new Hebrew month of Nisan,3,Jewish Holidays
Shabbat HaChodesh,2/4/2022,,,,TRUE,Shabbat before Rosh Chodesh Nissan,3,Jewish Holidays
Shabbat HaGadol,9/4/2022,,,,TRUE,Shabbat before Pesach,3,Jewish Holidays
Ta'anit Bechorot,15/4/2022,,,,TRUE,Fast of the First Born,3,Jewish Holidays
Erev Pesach,15/4/2022,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach I,16/4/2022,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach II,17/4/2022,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach III (CH''M),18/4/2022,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach IV (CH''M),19/4/2022,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach V (CH''M),20/4/2022,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach VI (CH''M),21/4/2022,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach VII,22/4/2022,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach VIII,23/4/2022,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Yom HaShoah,28/4/2022,,,,TRUE,Holocaust Memorial Day,3,Jewish Holidays
Rosh Chodesh Iyyar,1/5/2022,,,,TRUE,Beginning of new Hebrew month of Iyyar,3,Jewish Holidays
Rosh Chodesh Iyyar,2/5/2022,,,,TRUE,Beginning of new Hebrew month of Iyyar,3,Jewish Holidays
Yom HaZikaron,4/5/2022,,,,TRUE,Israeli Memorial Day,3,Jewish Holidays
Yom HaAtzma'ut,5/5/2022,,,,TRUE,Israeli Independence Day,3,Jewish Holidays
Pesach Sheni,15/5/2022,,,,TRUE,Second Passover; one month after Passover,3,Jewish Holidays
Lag BaOmer,19/5/2022,,,,TRUE,33rd day of counting the Omer,3,Jewish Holidays
Yom Yerushalayim,29/5/2022,,,,TRUE,Jerusalem Day,3,Jewish Holidays
Rosh Chodesh Sivan,31/5/2022,,,,TRUE,Beginning of new Hebrew month of Sivan,3,Jewish Holidays
Erev Shavuot,4/6/2022,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,3,Jewish Holidays
Shavuot I,5/6/2022,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,4,Jewish Holidays
Shavuot II,6/6/2022,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,4,Jewish Holidays
Rosh Chodesh Tamuz,29/6/2022,,,,TRUE,Beginning of new Hebrew month of Tamuz,3,Jewish Holidays
Rosh Chodesh Tamuz,30/6/2022,,,,TRUE,Beginning of new Hebrew month of Tamuz,3,Jewish Holidays
Tzom Tammuz,17/7/2022,,,,TRUE,Fast commemorating breaching of the walls of Jerusalem before the destruction of the Second Temple,3,Jewish Holidays
Rosh Chodesh Av,29/7/2022,,,,TRUE,Beginning of new Hebrew month of Av,3,Jewish Holidays
Shabbat Chazon,6/8/2022,,,,TRUE,Shabbat before Tish'a B'Av (Shabbat of Prophecy/Shabbat of Vision),3,Jewish Holidays
Erev Tish'a B'Av,6/8/2022,,,,TRUE,The Ninth of Av; fast commemorating the destruction of the two Temples,3,Jewish Holidays
Tish'a B'Av,7/8/2022,,,,TRUE,The Ninth of Av; fast commemorating the destruction of the two Temples,3,Jewish Holidays
Tu B'Av,12/8/2022,,,,TRUE,Jewish holiday of love; similar to Valentine's Day,3,Jewish Holidays
Shabbat Nachamu,13/8/2022,,,,TRUE,Shabbat after Tish'a B'Av (Shabbat of Consolation),3,Jewish Holidays
Rosh Chodesh Elul,27/8/2022,,,,TRUE,Beginning of new Hebrew month of Elul,3,Jewish Holidays
Rosh Chodesh Elul,28/8/2022,,,,TRUE,Beginning of new Hebrew month of Elul,3,Jewish Holidays
Leil Selichot,17/9/2022,,,,TRUE,Prayers for forgiveness in preparation for the High Holidays,3,Jewish Holidays
Erev Rosh Hashana,25/9/2022,,,,TRUE,The Jewish New Year,3,Jewish Holidays
Rosh Hashana 5783,26/9/2022,,,,TRUE,The Jewish New Year,4,Jewish Holidays
Rosh Hashana II,27/9/2022,,,,TRUE,The Jewish New Year,4,Jewish Holidays
Tzom Gedaliah,28/9/2022,,,,TRUE,Fast of the Seventh Month; commemorates the assassination of the Jewish governor of Judah,3,Jewish Holidays
Shabbat Shuva,1/10/2022,,,,TRUE,Shabbat that falls between Rosh Hashanah and Yom Kippur (Shabbat of Returning),3,Jewish Holidays
Erev Yom Kippur,4/10/2022,,,,TRUE,Day of Atonement,3,Jewish Holidays
Yom Kippur,5/10/2022,,,,TRUE,Day of Atonement,4,Jewish Holidays
Erev Sukkot,9/10/2022,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot I,10/10/2022,,,,TRUE,Feast of Tabernacles,4,Jewish Holidays
Sukkot II,11/10/2022,,,,TRUE,Feast of Tabernacles,4,Jewish Holidays
Sukkot III (CH''M),12/10/2022,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot IV (CH''M),13/10/2022,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot V (CH''M),14/10/2022,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot VI (CH''M),15/10/2022,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot VII (Hoshana Raba),16/10/2022,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Shmini Atzeret,17/10/2022,,,,TRUE,Eighth Day of Assembly,4,Jewish Holidays
Simchat Torah,18/10/2022,,,,TRUE,Day of Celebrating the Torah,4,Jewish Holidays
Rosh Chodesh Cheshvan,25/10/2022,,,,TRUE,Beginning of new Hebrew month of Cheshvan,3,Jewish Holidays
Rosh Chodesh Cheshvan,26/10/2022,,,,TRUE,Beginning of new Hebrew month of Cheshvan,3,Jewish Holidays
Yom HaAliyah,1/11/2022,,,,TRUE,Recognizes Aliyah; immigration to the Jewish State of Israel,3,Jewish Holidays
Sigd,23/11/2022,,,,TRUE,Ethiopian Jewish holiday occurring 50 days after Yom Kippur,3,Jewish Holidays
Rosh Chodesh Kislev,24/11/2022,,,,TRUE,Beginning of new Hebrew month of Kislev,3,Jewish Holidays
Rosh Chodesh Kislev,25/11/2022,,,,TRUE,Beginning of new Hebrew month of Kislev,3,Jewish Holidays
Chanukah: 1 Candle,18/12/2022,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 2 Candles,19/12/2022,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 3 Candles,20/12/2022,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 4 Candles,21/12/2022,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 5 Candles,22/12/2022,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 6 Candles,23/12/2022,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Rosh Chodesh Tevet,24/12/2022,,,,TRUE,Beginning of new Hebrew month of Tevet,3,Jewish Holidays
Chanukah: 7 Candles,24/12/2022,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Rosh Chodesh Tevet,25/12/2022,,,,TRUE,Beginning of new Hebrew month of Tevet,3,Jewish Holidays
Chanukah: 8 Candles,25/12/2022,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 8th Day,26/12/2022,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Asara B'Tevet,3/1/2023,,,,TRUE,Fast commemorating the siege of Jerusalem,3,Jewish Holidays
Rosh Chodesh Sh'vat,23/1/2023,,,,TRUE,Beginning of new Hebrew month of Sh'vat,3,Jewish Holidays
Tu BiShvat,6/2/2023,,,,TRUE,New Year for Trees,3,Jewish Holidays
Shabbat Shekalim,18/2/2023,,,,TRUE,Shabbat before Rosh Chodesh Adar,3,Jewish Holidays
Rosh Chodesh Adar,21/2/2023,,,,TRUE,Beginning of new Hebrew month of Adar,3,Jewish Holidays
Rosh Chodesh Adar,22/2/2023,,,,TRUE,Beginning of new Hebrew month of Adar,3,Jewish Holidays
Shabbat Zachor,4/3/2023,,,,TRUE,Shabbat before Purim,3,Jewish Holidays
Ta'anit Esther,6/3/2023,,,,TRUE,Fast of Esther,3,Jewish Holidays
Erev Purim,6/3/2023,,,,TRUE,Purim is one of the most joyous and fun holidays on the Jewish calendar,3,Jewish Holidays
Purim,7/3/2023,,,,TRUE,Purim is one of the most joyous and fun holidays on the Jewish calendar,3,Jewish Holidays
Shushan Purim,8/3/2023,,,,TRUE,Purim celebrated in Jerusalem and walled cities,3,Jewish Holidays
Shabbat Parah,11/3/2023,,,,TRUE,Shabbat of the Red Heifer,3,Jewish Holidays
Shabbat HaChodesh,18/3/2023,,,,TRUE,Shabbat before Rosh Chodesh Nissan,3,Jewish Holidays
Rosh Chodesh Nisan,23/3/2023,,,,TRUE,Beginning of new Hebrew month of Nisan,3,Jewish Holidays
Shabbat HaGadol,1/4/2023,,,,TRUE,Shabbat before Pesach,3,Jewish Holidays
Ta'anit Bechorot,5/4/2023,,,,TRUE,Fast of the First Born,3,Jewish Holidays
Erev Pesach,5/4/2023,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach I,6/4/2023,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach II,7/4/2023,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach III (CH''M),8/4/2023,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach IV (CH''M),9/4/2023,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach V (CH''M),10/4/2023,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach VI (CH''M),11/4/2023,,,,TRUE,Passover; the Feast of Unleavened Bread,3,Jewish Holidays
Pesach VII,12/4/2023,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Pesach VIII,13/4/2023,,,,TRUE,Passover; the Feast of Unleavened Bread,4,Jewish Holidays
Yom HaShoah,18/4/2023,,,,TRUE,Holocaust Memorial Day,3,Jewish Holidays
Rosh Chodesh Iyyar,21/4/2023,,,,TRUE,Beginning of new Hebrew month of Iyyar,3,Jewish Holidays
Rosh Chodesh Iyyar,22/4/2023,,,,TRUE,Beginning of new Hebrew month of Iyyar,3,Jewish Holidays
Yom HaZikaron,25/4/2023,,,,TRUE,Israeli Memorial Day,3,Jewish Holidays
Yom HaAtzma'ut,26/4/2023,,,,TRUE,Israeli Independence Day,3,Jewish Holidays
Pesach Sheni,5/5/2023,,,,TRUE,Second Passover; one month after Passover,3,Jewish Holidays
Lag BaOmer,9/5/2023,,,,TRUE,33rd day of counting the Omer,3,Jewish Holidays
Yom Yerushalayim,19/5/2023,,,,TRUE,Jerusalem Day,3,Jewish Holidays
Rosh Chodesh Sivan,21/5/2023,,,,TRUE,Beginning of new Hebrew month of Sivan,3,Jewish Holidays
Erev Shavuot,25/5/2023,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,3,Jewish Holidays
Shavuot I,26/5/2023,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,4,Jewish Holidays
Shavuot II,27/5/2023,,,,TRUE,Festival of Weeks; commemorates the giving of the Torah at Mount Sinai,4,Jewish Holidays
Rosh Chodesh Tamuz,19/6/2023,,,,TRUE,Beginning of new Hebrew month of Tamuz,3,Jewish Holidays
Rosh Chodesh Tamuz,20/6/2023,,,,TRUE,Beginning of new Hebrew month of Tamuz,3,Jewish Holidays
Tzom Tammuz,6/7/2023,,,,TRUE,Fast commemorating breaching of the walls of Jerusalem before the destruction of the Second Temple,3,Jewish Holidays
Rosh Chodesh Av,19/7/2023,,,,TRUE,Beginning of new Hebrew month of Av,3,Jewish Holidays
Shabbat Chazon,22/7/2023,,,,TRUE,Shabbat before Tish'a B'Av (Shabbat of Prophecy/Shabbat of Vision),3,Jewish Holidays
Erev Tish'a B'Av,26/7/2023,,,,TRUE,The Ninth of Av; fast commemorating the destruction of the two Temples,3,Jewish Holidays
Tish'a B'Av,27/7/2023,,,,TRUE,The Ninth of Av; fast commemorating the destruction of the two Temples,3,Jewish Holidays
Shabbat Nachamu,29/7/2023,,,,TRUE,Shabbat after Tish'a B'Av (Shabbat of Consolation),3,Jewish Holidays
Tu B'Av,2/8/2023,,,,TRUE,Jewish holiday of love; similar to Valentine's Day,3,Jewish Holidays
Rosh Chodesh Elul,17/8/2023,,,,TRUE,Beginning of new Hebrew month of Elul,3,Jewish Holidays
Rosh Chodesh Elul,18/8/2023,,,,TRUE,Beginning of new Hebrew month of Elul,3,Jewish Holidays
Leil Selichot,9/9/2023,,,,TRUE,Prayers for forgiveness in preparation for the High Holidays,3,Jewish Holidays
Erev Rosh Hashana,15/9/2023,,,,TRUE,The Jewish New Year,3,Jewish Holidays
Rosh Hashana 5784,16/9/2023,,,,TRUE,The Jewish New Year,4,Jewish Holidays
Rosh Hashana II,17/9/2023,,,,TRUE,The Jewish New Year,4,Jewish Holidays
Tzom Gedaliah,18/9/2023,,,,TRUE,Fast of the Seventh Month; commemorates the assassination of the Jewish governor of Judah,3,Jewish Holidays
Shabbat Shuva,23/9/2023,,,,TRUE,Shabbat that falls between Rosh Hashanah and Yom Kippur (Shabbat of Returning),3,Jewish Holidays
Erev Yom Kippur,24/9/2023,,,,TRUE,Day of Atonement,3,Jewish Holidays
Yom Kippur,25/9/2023,,,,TRUE,Day of Atonement,4,Jewish Holidays
Erev Sukkot,29/9/2023,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot I,30/9/2023,,,,TRUE,Feast of Tabernacles,4,Jewish Holidays
Sukkot II,1/10/2023,,,,TRUE,Feast of Tabernacles,4,Jewish Holidays
Sukkot III (CH''M),2/10/2023,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot IV (CH''M),3/10/2023,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot V (CH''M),4/10/2023,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot VI (CH''M),5/10/2023,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Sukkot VII (Hoshana Raba),6/10/2023,,,,TRUE,Feast of Tabernacles,3,Jewish Holidays
Shmini Atzeret,7/10/2023,,,,TRUE,Eighth Day of Assembly,4,Jewish Holidays
Simchat Torah,8/10/2023,,,,TRUE,Day of Celebrating the Torah,4,Jewish Holidays
Rosh Chodesh Cheshvan,15/10/2023,,,,TRUE,Beginning of new Hebrew month of Cheshvan,3,Jewish Holidays
Rosh Chodesh Cheshvan,16/10/2023,,,,TRUE,Beginning of new Hebrew month of Cheshvan,3,Jewish Holidays
Yom HaAliyah,22/10/2023,,,,TRUE,Recognizes Aliyah; immigration to the Jewish State of Israel,3,Jewish Holidays
Sigd,13/11/2023,,,,TRUE,Ethiopian Jewish holiday occurring 50 days after Yom Kippur,3,Jewish Holidays
Rosh Chodesh Kislev,14/11/2023,,,,TRUE,Beginning of new Hebrew month of Kislev,3,Jewish Holidays
Chanukah: 1 Candle,7/12/2023,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 2 Candles,8/12/2023,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 3 Candles,9/12/2023,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 4 Candles,10/12/2023,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 5 Candles,11/12/2023,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 6 Candles,12/12/2023,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Rosh Chodesh Tevet,13/12/2023,,,,TRUE,Beginning of new Hebrew month of Tevet,3,Jewish Holidays
Chanukah: 7 Candles,13/12/2023,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 8 Candles,14/12/2023,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Chanukah: 8th Day,15/12/2023,,,,TRUE,The Jewish festival of rededication; also known as the Festival of Lights,3,Jewish Holidays
Asara B'Tevet,22/12/2023,,,,TRUE,Fast commemorating the siege of Jerusalem,3,Jewish Holidays
